date,mon,tue,wed,thu,fri,sat,sun,public_holiday,public_holiday_previous_day,total_outpatient,intro_outpatient,ER,bed_count,y
2023/7/28,0,0,0,0,1,0,0,0,0,708,18,15,292,30
2023/7/29,0,0,0,0,0,1,0,0,0,222,8,19,288,17
2023/7/30,0,0,0,0,0,0,1,0,0,43,1,21,298,14
2023/7/31,1,0,0,0,0,0,0,0,0,699,35,12,290,32
2023/8/1,0,1,0,0,0,0,0,0,0,638,31,14,299,33
2023/8/2,0,0,1,0,0,0,0,0,0,639,23,15,307,32
2023/8/3,0,0,0,1,0,0,0,0,0,534,27,9,304,27
2023/8/4,0,0,0,0,1,0,0,0,0,666,17,10,296,22
2023/8/5,0,0,0,0,0,1,0,0,0,236,6,15,287,13
2023/8/6,0,0,0,0,0,0,1,0,0,26,8,15,294,17
2023/8/7,1,0,0,0,0,0,0,0,0,655,24,18,294,33
2023/8/8,0,1,0,0,0,0,0,0,0,695,24,13,295,33
2023/8/9,0,0,1,0,0,0,0,0,0,762,26,19,302,33
2023/8/10,0,0,0,1,0,0,0,0,1,600,31,15,294,24
2023/8/11,0,0,0,0,1,0,0,1,0,109,2,11,282,8
2023/8/12,0,0,0,0,0,1,0,0,0,185,4,19,282,15
2023/8/13,0,0,0,0,0,0,1,0,0,47,5,21,294,19
2023/8/14,1,0,0,0,0,0,0,0,0,656,15,9,300,25
2023/8/15,0,1,0,0,0,0,0,0,0,519,11,3,300,20
2023/8/16,0,0,1,0,0,0,0,0,0,744,19,16,295,27
2023/8/17,0,0,0,1,0,0,0,0,0,535,20,20,299,31
2023/8/18,0,0,0,0,1,0,0,0,0,908,18,18,296,27
2023/8/19,0,0,0,0,0,1,0,0,0,249,6,15,283,15
2023/8/20,0,0,0,0,0,0,1,0,0,32,1,16,284,14
2023/8/21,1,0,0,0,0,0,0,0,0,608,27,16,288,27
2023/8/22,0,1,0,0,0,0,0,0,0,640,30,22,293,30
2023/8/23,0,0,1,0,0,0,0,0,0,716,20,15,299,27
2023/8/24,0,0,0,1,0,0,0,0,0,550,32,10,301,24
2023/8/25,0,0,0,0,1,0,0,0,0,756,9,20,283,23
2023/8/26,0,0,0,0,0,1,0,0,0,184,0,19,277,8
2023/8/27,0,0,0,0,0,0,1,0,0,33,3,16,287,20
2023/8/28,1,0,0,0,0,0,0,0,0,758,21,11,291,27
2023/8/29,0,1,0,0,0,0,0,0,0,725,32,10,297,27
2023/8/30,0,0,1,0,0,0,0,0,0,686,21,15,292,23
2023/8/31,0,0,0,1,0,0,0,0,0,592,28,10,287,25
2023/9/1,0,0,0,0,1,0,0,0,0,671,27,9,292,29
2023/9/2,0,0,0,0,0,1,0,0,0,190,4,21,290,14
2023/9/3,0,0,0,0,0,0,1,0,0,34,4,16,296,20
2023/9/4,1,0,0,0,0,0,0,0,0,713,20,11,292,28
2023/9/5,0,1,0,0,0,0,0,0,0,671,33,12,296,30
2023/9/6,0,0,1,0,0,0,0,0,0,718,26,18,301,34
2023/9/7,0,0,0,1,0,0,0,0,0,561,28,16,303,33
2023/9/8,0,0,0,0,1,0,0,0,0,642,21,15,279,17
2023/9/9,0,0,0,0,0,1,0,0,0,172,2,12,274,12
2023/9/10,0,0,0,0,0,0,1,0,0,32,4,20,285,18
2023/9/11,1,0,0,0,0,0,0,0,0,732,37,16,291,38
2023/9/12,0,1,0,0,0,0,0,0,0,577,17,11,303,33
2023/9/13,0,0,1,0,0,0,0,0,0,690,17,6,300,25
2023/9/14,0,0,0,1,0,0,0,0,0,571,35,7,306,34
2023/9/15,0,0,0,0,1,0,0,0,1,664,20,12,285,24
2023/9/16,0,0,0,0,0,1,0,1,0,246,3,20,274,14
2023/9/17,0,0,0,0,0,0,1,0,0,38,3,23,276,13
2023/9/18,1,0,0,0,0,0,0,0,0,107,7,15,290,21
2023/9/19,0,1,0,0,0,0,0,0,0,673,30,6,292,32
2023/9/20,0,0,1,0,0,0,0,0,0,716,21,12,302,34
2023/9/21,0,0,0,1,0,0,0,0,0,609,33,10,298,22
2023/9/22,0,0,0,0,1,0,0,0,0,607,13,11,294,27
2023/9/23,0,0,0,0,0,1,0,0,1,97,5,12,290,19
2023/9/24,0,0,0,0,0,0,1,1,0,28,2,13,291,10
2023/9/25,1,0,0,0,0,0,0,0,0,755,24,10,296,33
2023/9/26,0,1,0,0,0,0,0,0,0,702,31,13,295,29
2023/9/27,0,0,1,0,0,0,0,0,0,733,18,17,294,24
2023/9/28,0,0,0,1,0,0,0,0,0,585,25,13,296,29
2023/9/29,0,0,0,0,1,0,0,0,0,692,15,11,280,17
2023/9/30,0,0,0,0,0,1,0,0,0,176,6,12,270,13
2023/10/1,0,0,0,0,0,0,1,0,0,27,2,12,275,15
2023/10/2,1,0,0,0,0,0,0,0,0,618,25,12,290,32
2023/10/3,0,1,0,0,0,0,0,0,0,646,34,8,300,35
2023/10/4,0,0,1,0,0,0,0,0,0,738,27,15,290,24
2023/10/5,0,0,0,1,0,0,0,0,0,594,32,21,296,32
2023/10/6,0,0,0,0,1,0,0,0,1,636,29,10,288,20
2023/10/7,0,0,0,0,0,1,0,1,0,220,5,8,268,12
2023/10/8,0,0,0,0,0,0,1,0,0,23,2,14,272,13
2023/10/9,1,0,0,0,0,0,0,0,0,112,7,14,285,21
2023/10/10,0,1,0,0,0,0,0,0,0,685,36,13,304,35
2023/10/11,0,0,1,0,0,0,0,0,0,737,27,16,299,33
2023/10/12,0,0,0,1,0,0,0,0,0,533,31,11,299,29
2023/10/13,0,0,0,0,1,0,0,0,0,680,25,11,296,27
2023/10/14,0,0,0,0,0,1,0,0,0,186,5,17,298,17
2023/10/15,0,0,0,0,0,0,1,0,0,18,3,11,299,11
2023/10/16,1,0,0,0,0,0,0,0,0,683,20,6,308,27
2023/10/17,0,1,0,0,0,0,0,0,0,652,23,8,305,25
2023/10/18,0,0,1,0,0,0,0,0,0,675,22,7,299,21
2023/10/19,0,0,0,1,0,0,0,0,0,534,26,11,310,35
2023/10/20,0,0,0,0,1,0,0,0,0,668,23,12,296,20
2023/10/21,0,0,0,0,0,1,0,0,0,225,2,12,286,16
2023/10/22,0,0,0,0,0,0,1,0,0,33,6,12,285,18
2023/10/23,1,0,0,0,0,0,0,0,0,776,23,14,305,38
2023/10/24,0,1,0,0,0,0,0,0,0,804,24,18,306,27
2023/10/25,0,0,1,0,0,0,0,0,0,873,18,8,301,19
2023/10/26,0,0,0,1,0,0,0,0,0,567,11,17,306,30
2023/10/27,0,0,0,0,1,0,0,0,0,755,12,20,285,22
2023/10/28,0,0,0,0,0,1,0,0,0,217,7,17,278,16
2023/10/29,0,0,0,0,0,0,1,0,0,40,5,10,275,13
2023/10/30,1,0,0,0,0,0,0,0,0,695,20,18,285,29
2023/10/31,0,1,0,0,0,0,0,0,0,636,27,12,270,21
2023/11/1,0,0,1,0,0,0,0,0,0,752,16,19,280,30
2023/11/2,0,0,0,1,0,0,0,0,1,626,28,17,277,24
2023/11/3,0,0,0,0,1,0,0,1,0,125,4,15,279,14
2023/11/4,0,0,0,0,0,1,0,0,0,208,3,14,277,11
2023/11/5,0,0,0,0,0,0,1,0,0,27,3,14,280,15
2023/11/6,1,0,0,0,0,0,0,0,0,725,21,6,287,31
2023/11/7,0,1,0,0,0,0,0,0,0,706,26,7,297,30
2023/11/8,0,0,1,0,0,0,0,0,0,780,36,13,302,28
2023/11/9,0,0,0,1,0,0,0,0,0,593,19,7,304,21
2023/11/10,0,0,0,0,1,0,0,0,0,786,25,11,297,24
2023/11/11,0,0,0,0,0,1,0,0,0,209,7,20,284,18
2023/11/12,0,0,0,0,0,0,1,0,0,20,1,10,291,15
2023/11/13,1,0,0,0,0,0,0,0,0,678,14,3,294,26
2023/11/14,0,1,0,0,0,0,0,0,0,820,18,7,298,31
2023/11/15,0,0,1,0,0,0,0,0,0,855,34,18,299,34
2023/11/16,0,0,0,1,0,0,0,0,0,584,19,7,299,26
2023/11/17,0,0,0,0,1,0,0,0,0,753,20,15,282,25
2023/11/18,0,0,0,0,0,1,0,0,0,232,4,14,275,13
2023/11/19,0,0,0,0,0,0,1,0,0,22,1,14,278,12
2023/11/20,1,0,0,0,0,0,0,0,0,753,25,19,294,38
2023/11/21,0,1,0,0,0,0,0,0,0,736,25,22,290,26
2023/11/22,0,0,1,0,0,0,0,0,1,754,24,19,276,25
2023/11/23,0,0,0,1,0,0,0,1,0,93,5,24,272,21
2023/11/24,0,0,0,0,1,0,0,0,0,789,21,16,272,34
2023/11/25,0,0,0,0,0,1,0,0,0,231,7,10,270,12
2023/11/26,0,0,0,0,0,0,1,0,0,36,4,14,266,14
2023/11/27,1,0,0,0,0,0,0,0,0,715,28,10,276,31
2023/11/28,0,1,0,0,0,0,0,0,0,730,25,16,278,39
2023/11/29,0,0,1,0,0,0,0,0,0,682,23,18,282,34
2023/11/30,0,0,0,1,0,0,0,0,0,630,19,17,279,23
2023/12/1,0,0,0,0,1,0,0,0,0,621,25,12,281,31
2023/12/2,0,0,0,0,0,1,0,0,0,203,2,17,270,14
2023/12/3,0,0,0,0,0,0,1,0,0,42,1,13,276,12
2023/12/4,1,0,0,0,0,0,0,0,0,712,28,17,286,34
2023/12/5,0,1,0,0,0,0,0,0,0,700,23,17,288,30
2023/12/6,0,0,1,0,0,0,0,0,0,774,24,22,287,33
2023/12/7,0,0,0,1,0,0,0,0,0,604,29,15,291,31
2023/12/8,0,0,0,0,1,0,0,0,0,727,25,19,277,33
2023/12/9,0,0,0,0,0,1,0,0,0,197,5,18,275,22
2023/12/10,0,0,0,0,0,0,1,0,0,23,3,5,283,16
2023/12/11,1,0,0,0,0,0,0,0,0,699,29,12,291,33
2023/12/12,0,1,0,0,0,0,0,0,0,694,28,13,294,26
2023/12/13,0,0,1,0,0,0,0,0,0,696,31,19,297,24
2023/12/14,0,0,0,1,0,0,0,0,0,584,22,12,300,31
2023/12/15,0,0,0,0,1,0,0,0,0,756,25,15,293,27
2023/12/16,0,0,0,0,0,1,0,0,0,262,4,10,289,14
2023/12/17,0,0,0,0,0,0,1,0,0,34,3,14,292,13
2023/12/18,1,0,0,0,0,0,0,0,0,693,21,12,297,30
2023/12/19,0,1,0,0,0,0,0,0,0,687,26,18,310,38
2023/12/20,0,0,1,0,0,0,0,0,0,710,26,19,306,32
2023/12/21,0,0,0,1,0,0,0,0,0,549,26,16,297,19
2023/12/22,0,0,0,0,1,0,0,0,0,757,22,15,288,26
2023/12/23,0,0,0,0,0,1,0,0,0,207,4,13,274,10
2023/12/24,0,0,0,0,0,0,1,0,0,34,1,22,274,17
2023/12/25,1,0,0,0,0,0,0,0,0,672,26,10,274,31
2023/12/26,0,1,0,0,0,0,0,0,0,702,20,20,280,37
2023/12/27,0,0,1,0,0,0,0,0,0,750,25,18,278,32
2023/12/28,0,0,0,1,0,0,0,0,0,584,20,13,268,22
2023/12/29,0,0,0,0,1,0,0,0,1,659,17,17,254,19
2023/12/30,0,0,0,0,0,1,0,1,0,148,4,10,233,11
2023/12/31,0,0,0,0,0,0,1,0,0,24,8,7,233,11
2024/1/1,1,0,0,0,0,0,0,0,0,112,2,17,244,17
2024/1/2,0,1,0,0,0,0,0,0,0,71,1,23,255,20
2024/1/3,0,0,1,0,0,0,0,0,0,114,1,20,277,25
2024/1/4,0,0,0,1,0,0,0,0,0,575,22,18,298,34
2024/1/5,0,0,0,0,1,0,0,0,1,669,20,20,305,33
2024/1/6,0,0,0,0,0,1,0,1,0,211,4,10,302,16
2024/1/7,0,0,0,0,0,0,1,0,0,27,0,10,292,2
2024/1/8,1,0,0,0,0,0,0,0,0,86,1,12,300,15
2024/1/9,0,1,0,0,0,0,0,0,0,737,28,12,306,27
2024/1/10,0,0,1,0,0,0,0,0,0,793,23,4,310,28
2024/1/11,0,0,0,1,0,0,0,0,0,593,28,11,314,37
2024/1/12,0,0,0,0,1,0,0,0,0,706,21,14,303,25
2024/1/13,0,0,0,0,0,1,0,0,0,195,4,17,295,16
2024/1/14,0,0,0,0,0,0,1,0,0,22,1,15,303,21
2024/1/15,1,0,0,0,0,0,0,0,0,643,14,11,311,30
2024/1/16,0,1,0,0,0,0,0,0,0,598,24,10,304,35
2024/1/17,0,0,1,0,0,0,0,0,0,691,29,15,298,32
2024/1/18,0,0,0,1,0,0,0,0,0,522,30,10,300,33
2024/1/19,0,0,0,0,1,0,0,0,0,724,21,13,287,22
2024/1/20,0,0,0,0,0,1,0,0,0,218,2,15,275,15
2024/1/21,0,0,0,0,0,0,1,0,0,32,4,23,286,24
2024/1/22,1,0,0,0,0,0,0,0,0,652,28,14,294,34
2024/1/23,0,1,0,0,0,0,0,0,0,601,23,15,292,24
2024/1/24,0,0,1,0,0,0,0,0,0,698,26,8,302,29
2024/1/25,0,0,0,1,0,0,0,0,0,433,20,17,298,29
2024/1/26,0,0,0,0,1,0,0,0,0,620,26,7,290,21
2024/1/27,0,0,0,0,0,1,0,0,0,174,5,18,284,18
2024/1/28,0,0,0,0,0,0,1,0,0,28,2,15,292,17
2024/1/29,1,0,0,0,0,0,0,0,0,621,26,19,302,38
2024/1/30,0,1,0,0,0,0,0,0,0,639,27,10,291,26
2024/1/31,0,0,1,0,0,0,0,0,0,583,27,13,286,23
2024/2/1,0,0,0,1,0,0,0,0,0,505,34,7,297,29
2024/2/2,0,0,0,0,1,0,0,0,0,626,9,12,298,19
2024/2/3,0,0,0,0,0,1,0,0,0,201,3,6,283,6
2024/2/4,0,0,0,0,0,0,1,0,0,28,6,11,289,16
2024/2/5,1,0,0,0,0,0,0,0,0,695,34,17,303,35
2024/2/6,0,1,0,0,0,0,0,0,0,656,20,8,310,27
2024/2/7,0,0,1,0,0,0,0,0,0,738,20,8,304,30
2024/2/8,0,0,0,1,0,0,0,0,0,565,23,6,308,31
2024/2/9,0,0,0,0,1,0,0,0,1,772,31,18,298,28
2024/2/10,0,0,0,0,0,1,0,1,0,194,4,20,291,17
2024/2/11,0,0,0,0,0,0,1,0,0,36,5,21,299,18
2024/2/12,1,0,0,0,0,0,0,0,0,104,3,10,303,13
2024/2/13,0,1,0,0,0,0,0,0,0,756,31,7,311,33
2024/2/14,0,0,1,0,0,0,0,0,0,772,26,15,298,20
2024/2/15,0,0,0,1,0,0,0,0,0,597,26,9,297,28
2024/2/16,0,0,0,0,1,0,0,0,0,825,14,13,289,28
2024/2/17,0,0,0,0,0,1,0,0,0,213,4,10,282,10
2024/2/18,0,0,0,0,0,0,1,0,0,24,2,12,283,14
2024/2/19,1,0,0,0,0,0,0,0,0,704,22,13,303,38
2024/2/20,0,1,0,0,0,0,0,0,0,659,20,8,304,26
2024/2/21,0,0,1,0,0,0,0,0,0,703,22,18,305,32
2024/2/22,0,0,0,1,0,0,0,0,1,591,22,13,285,16
2024/2/23,0,0,0,0,1,0,0,1,0,108,1,13,278,15
2024/2/24,0,0,0,0,0,1,0,0,0,219,4,7,273,8
2024/2/25,0,0,0,0,0,0,1,0,0,32,7,18,281,19
2024/2/26,1,0,0,0,0,0,0,0,0,654,27,13,298,37
2024/2/27,0,1,0,0,0,0,0,0,0,640,21,11,299,26
2024/2/28,0,0,1,0,0,0,0,0,0,621,23,11,307,24
2024/2/29,0,0,0,1,0,0,0,0,0,503,27,10,303,24
2024/3/1,0,0,0,0,1,0,0,0,0,682,17,11,306,27
2024/3/2,0,0,0,0,0,1,0,0,0,230,6,14,300,17
2024/3/3,0,0,0,0,0,0,1,0,0,25,3,9,304,16
2024/3/4,1,0,0,0,0,0,0,0,0,627,29,5,307,28
2024/3/5,0,1,0,0,0,0,0,0,0,627,27,6,315,28
2024/3/6,0,0,1,0,0,0,0,0,0,742,26,8,315,33
2024/3/7,0,0,0,1,0,0,0,0,0,614,26,5,316,27
2024/3/8,0,0,0,0,1,0,0,0,0,692,21,6,301,19
2024/3/9,0,0,0,0,0,1,0,0,0,212,6,16,299,19
2024/3/10,0,0,0,0,0,0,1,0,0,30,2,15,300,14
2024/3/11,1,0,0,0,0,0,0,0,0,697,13,6,303,32
2024/3/12,0,1,0,0,0,0,0,0,0,638,22,15,313,37
2024/3/13,0,0,1,0,0,0,0,0,0,801,24,8,307,19
2024/3/14,0,0,0,1,0,0,0,0,0,640,31,14,312,32
2024/3/15,0,0,0,0,1,0,0,0,0,727,18,11,299,18
2024/3/16,0,0,0,0,0,1,0,0,0,260,1,10,293,17
2024/3/17,0,0,0,0,0,0,1,0,0,24,3,11,295,11
2024/3/18,1,0,0,0,0,0,0,0,0,738,23,22,297,34
2024/3/19,0,1,0,0,0,0,0,0,1,712,21,13,294,25
2024/3/20,0,0,1,0,0,0,0,1,0,108,2,14,300,20
2024/3/21,0,0,0,1,0,0,0,0,0,625,28,7,315,39
2024/3/22,0,0,0,0,1,0,0,0,0,655,21,13,305,22
2024/3/23,0,0,0,0,0,1,0,0,0,214,3,8,290,11
2024/3/24,0,0,0,0,0,0,1,0,0,25,5,10,295,20
2024/3/25,1,0,0,0,0,0,0,0,0,662,35,7,298,30
2024/3/26,0,1,0,0,0,0,0,0,0,618,16,6,290,25
2024/3/27,0,0,1,0,0,0,0,0,0,816,25,14,296,31
2024/3/28,0,0,0,1,0,0,0,0,0,574,22,2,286,21
2024/3/29,0,0,0,0,1,0,0,0,0,687,31,9,278,27
2024/3/30,0,0,0,0,0,1,0,0,0,184,4,13,261,13
2024/3/31,0,0,0,0,0,0,1,0,0,25,5,10,262,13
2024/4/1,1,0,0,0,0,0,0,0,0,550,27,12,266,25
2024/4/2,0,1,0,0,0,0,0,0,0,579,17,13,276,29
2024/4/3,0,0,1,0,0,0,0,0,0,653,32,14,285,37
2024/4/4,0,0,0,1,0,0,0,0,0,528,28,12,280,22
2024/4/5,0,0,0,0,1,0,0,0,0,657,20,14,266,17
2024/4/6,0,0,0,0,0,1,0,0,0,219,6,12,266,21
2024/4/7,0,0,0,0,0,0,1,0,0,21,2,11,274,16
2024/4/8,1,0,0,0,0,0,0,0,0,636,25,21,302,45
2024/4/9,0,1,0,0,0,0,0,0,0,574,18,10,302,28
2024/4/10,0,0,1,0,0,0,0,0,0,700,29,7,300,25
2024/4/11,0,0,0,1,0,0,0,0,0,535,20,8,296,29
2024/4/12,0,0,0,0,1,0,0,0,0,671,20,12,284,21
2024/4/13,0,0,0,0,0,1,0,0,0,224,5,17,284,19
2024/4/14,0,0,0,0,0,0,1,0,0,24,3,12,288,11
2024/4/15,1,0,0,0,0,0,0,0,0,701,25,11,295,32
2024/4/16,0,1,0,0,0,0,0,0,0,641,21,16,299,35
2024/4/17,0,0,1,0,0,0,0,0,0,705,28,7,304,28
2024/4/18,0,0,0,1,0,0,0,0,0,593,30,12,306,30
2024/4/19,0,0,0,0,1,0,0,0,0,656,28,10,305,32
2024/4/20,0,0,0,0,0,1,0,0,0,243,9,7,300,13
2024/4/21,0,0,0,0,0,0,1,0,0,20,7,9,301,18
2024/4/22,1,0,0,0,0,0,0,0,0,740,30,10,296,30
2024/4/23,0,1,0,0,0,0,0,0,0,623,24,10,291,31
2024/4/24,0,0,1,0,0,0,0,0,0,735,29,11,291,30
2024/4/25,0,0,0,1,0,0,0,0,0,566,22,13,283,29
2024/4/26,0,0,0,0,1,0,0,0,1,730,24,12,265,22
2024/4/27,0,0,0,0,0,1,0,1,0,211,2,16,251,11
2024/4/28,0,0,0,0,0,0,1,0,0,32,3,15,254,16
2024/4/29,1,0,0,0,0,0,0,0,0,106,5,12,259,16
2024/4/30,0,1,0,0,0,0,0,0,0,706,35,13,273,43
2024/5/1,0,0,1,0,0,0,0,0,0,760,29,12,277,30
2024/5/2,0,0,0,1,0,0,0,0,1,645,23,14,276,25
2024/5/3,0,0,0,0,1,0,0,1,0,94,0,10,264,9
2024/5/4,0,0,0,0,0,1,0,0,0,79,4,9,264,11
2024/5/5,0,0,0,0,0,0,1,0,0,28,4,11,263,14
2024/5/6,1,0,0,0,0,0,0,0,0,106,5,14,269,19
2024/5/7,0,1,0,0,0,0,0,0,0,624,25,17,291,40
2024/5/8,0,0,1,0,0,0,0,0,0,779,41,6,292,32
2024/5/9,0,0,0,1,0,0,0,0,0,526,21,11,291,27
2024/5/10,0,0,0,0,1,0,0,0,0,804,17,7,284,19
2024/5/11,0,0,0,0,0,1,0,0,0,202,0,12,282,14
2024/5/12,0,0,0,0,0,0,1,0,0,26,3,12,284,16
2024/5/13,1,0,0,0,0,0,0,0,0,785,27,10,288,35
2024/5/14,0,1,0,0,0,0,0,0,0,631,22,4,276,21
2024/5/15,0,0,1,0,0,0,0,0,0,789,27,10,278,33
2024/5/16,0,0,0,1,0,0,0,0,0,656,13,22,270,31
2024/5/17,0,0,0,0,1,0,0,0,0,715,19,8,263,22
2024/5/18,0,0,0,0,0,1,0,0,0,236,6,23,258,21
2024/5/19,0,0,0,0,0,0,1,0,0,33,4,11,260,17
2024/5/20,1,0,0,0,0,0,0,0,0,730,28,18,283,41
2024/5/21,0,1,0,0,0,0,0,0,0,635,20,9,277,23
2024/5/22,0,0,1,0,0,0,0,0,0,744,27,18,282,27
2024/5/23,0,0,0,1,0,0,0,0,0,533,32,12,299,35
2024/5/24,0,0,0,0,1,0,0,0,0,685,22,17,293,26
2024/5/25,0,0,0,0,0,1,0,0,0,206,2,20,280,17
2024/5/26,0,0,0,0,0,0,1,0,0,39,5,12,290,21
2024/5/27,1,0,0,0,0,0,0,0,0,686,28,11,304,38
2024/5/28,0,1,0,0,0,0,0,0,0,664,15,16,294,24
2024/5/29,0,0,1,0,0,0,0,0,0,693,25,19,290,29
2024/5/30,0,0,0,1,0,0,0,0,0,597,23,15,282,30
2024/5/31,0,0,0,0,1,0,0,0,0,591,26,16,276,28
2024/6/1,0,0,0,0,0,1,0,0,0,172,6,13,264,15
2024/6/2,0,0,0,0,0,0,1,0,0,21,1,9,267,10
2024/6/3,1,0,0,0,0,0,0,0,0,682,31,23,293,43
2024/6/4,0,1,0,0,0,0,0,0,0,576,28,10,302,33
2024/6/5,0,0,1,0,0,0,0,0,0,792,31,12,298,23
2024/6/6,0,0,0,1,0,0,0,0,0,625,28,13,303,31
2024/6/7,0,0,0,0,1,0,0,0,0,694,21,11,286,19
2024/6/8,0,0,0,0,0,1,0,0,0,196,2,17,281,17
2024/6/9,0,0,0,0,0,0,1,0,0,24,3,14,283,14
2024/6/10,1,0,0,0,0,0,0,0,0,764,42,21,299,46
2024/6/11,0,1,0,0,0,0,0,0,0,643,27,16,292,28
2024/6/12,0,0,1,0,0,0,0,0,0,685,32,19,298,33
2024/6/13,0,0,0,1,0,0,0,0,0,580,26,12,295,24
2024/6/14,0,0,0,0,1,0,0,0,0,658,27,11,295,30
2024/6/15,0,0,0,0,0,1,0,0,0,221,4,13,285,16
2024/6/16,0,0,0,0,0,0,1,0,0,31,4,16,295,16
2024/6/17,1,0,0,0,0,0,0,0,0,675,40,12,307,45
2024/6/18,0,1,0,0,0,0,0,0,0,579,16,10,305,23
2024/6/19,0,0,1,0,0,0,0,0,0,673,26,14,301,23
2024/6/20,0,0,0,1,0,0,0,0,0,581,23,15,292,32
2024/6/21,0,0,0,0,1,0,0,0,0,673,26,12,278,19
2024/6/22,0,0,0,0,0,1,0,0,0,180,6,19,278,21
2024/6/23,0,0,0,0,0,0,1,0,0,33,1,15,290,19
2024/6/24,1,0,0,0,0,0,0,0,0,617,34,11,296,33
2024/6/25,0,1,0,0,0,0,0,0,0,624,34,4,294,24
2024/6/26,0,0,1,0,0,0,0,0,0,687,20,13,287,27
2024/6/27,0,0,0,1,0,0,0,0,0,538,19,13,292,29
2024/6/28,0,0,0,0,1,0,0,0,0,580,18,14,276,20
2024/6/29,0,0,0,0,0,1,0,0,0,167,2,17,269,14
2024/6/30,0,0,0,0,0,0,1,0,0,21,6,9,269,11
2024/7/1,1,0,0,0,0,0,0,0,0,605,26,12,272,27
2024/7/2,0,1,0,0,0,0,0,0,0,547,14,11,275,33
2024/7/3,0,0,1,0,0,0,0,0,0,688,27,18,288,34
2024/7/4,0,0,0,1,0,0,0,0,0,587,21,7,289,29
2024/7/5,0,0,0,0,1,0,0,0,0,691,13,12,273,22
2024/7/6,0,0,0,0,0,1,0,0,0,181,4,9,256,10
2024/7/7,0,0,0,0,0,0,1,0,0,23,0,14,269,19
2024/7/8,1,0,0,0,0,0,0,0,0,776,27,11,276,39
2024/7/9,0,1,0,0,0,0,0,0,0,732,21,11,279,28
2024/7/10,0,0,1,0,0,0,0,0,0,792,23,16,279,32
2024/7/11,0,0,0,1,0,0,0,0,0,704,24,16,295,47
2024/7/12,0,0,0,0,1,0,0,0,1,779,18,21,291,31
2024/7/13,0,0,0,0,0,1,0,1,0,184,3,18,277,14
2024/7/14,0,0,0,0,0,0,1,0,0,34,1,12,284,18
2024/7/15,1,0,0,0,0,0,0,0,0,105,2,16,289,19
2024/7/16,0,1,0,0,0,0,0,0,0,713,23,15,287,29
2024/7/17,0,0,1,0,0,0,0,0,0,805,32,18,299,42
2024/7/18,0,0,0,1,0,0,0,0,0,634,19,10,306,34
2024/7/19,0,0,0,0,1,0,0,0,0,752,12,8,293,20
2024/7/20,0,0,0,0,0,1,0,0,0,257,6,25,285,20
2024/7/21,0,0,0,0,0,0,1,0,0,29,2,20,285,15
2024/7/22,1,0,0,0,0,0,0,0,0,762,30,14,297,37
2024/7/23,0,1,0,0,0,0,0,0,0,575,21,14,285,28
2024/7/24,0,0,1,0,0,0,0,0,0,672,23,9,293,26
2024/7/25,0,0,0,1,0,0,0,0,0,578,16,12,304,34
2024/7/26,0,0,0,0,1,0,0,0,0,627,23,16,289,20
2024/7/27,0,0,0,0,0,1,0,0,0,165,1,11,283,14
2024/7/28,0,0,0,0,0,0,1,0,0,29,5,15,282,17
2024/7/29,1,0,0,0,0,0,0,0,0,641,28,13,285,31
2024/7/30,0,1,0,0,0,0,0,0,0,642,28,11,288,32
2024/7/31,0,0,1,0,0,0,0,0,0,683,28,10,283,21
2024/8/1,0,0,0,1,0,0,0,0,0,564,22,17,293,34
2024/8/2,0,0,0,0,1,0,0,0,0,701,20,12,284,23
2024/8/3,0,0,0,0,0,1,0,0,0,180,5,13,282,17
2024/8/4,0,0,0,0,0,0,1,0,0,24,2,12,288,13
2024/8/5,1,0,0,0,0,0,0,0,0,780,30,15,294,39
2024/8/6,0,1,0,0,0,0,0,0,0,606,32,12,296,29
2024/8/7,0,0,1,0,0,0,0,0,0,753,21,14,298,31
2024/8/8,0,0,0,1,0,0,0,0,0,499,20,11,308,32
2024/8/9,0,0,0,0,1,0,0,0,1,645,18,14,300,29
2024/8/10,0,0,0,0,0,1,0,1,0,195,5,23,290,18
2024/8/11,0,0,0,0,0,0,1,0,0,29,4,14,292,16
2024/8/12,1,0,0,0,0,0,0,0,0,104,4,18,287,15
2024/8/13,0,1,0,0,0,0,0,0,0,636,32,20,292,37
2024/8/14,0,0,1,0,0,0,0,0,0,697,29,23,295,28
2024/8/15,0,0,0,1,0,0,0,0,0,586,18,8,309,39
2024/8/16,0,0,0,0,1,0,0,0,0,696,14,9,298,23
2024/8/17,0,0,0,0,0,1,0,0,0,236,7,18,290,16
2024/8/18,0,0,0,0,0,0,1,0,0,41,7,16,288,14
2024/8/19,1,0,0,0,0,0,0,0,0,759,28,16,305,39
2024/8/20,0,1,0,0,0,0,0,0,0,577,16,15,303,30
2024/8/21,0,0,1,0,0,0,0,0,0,681,18,11,287,22
2024/8/22,0,0,0,1,0,0,0,0,0,611,29,11,285,37
2024/8/23,0,0,0,0,1,0,0,0,0,696,21,20,277,32
2024/8/24,0,0,0,0,0,1,0,0,0,179,9,21,277,17
2024/8/25,0,0,0,0,0,0,1,0,0,31,3,14,286,19
2024/8/26,1,0,0,0,0,0,0,0,0,640,36,7,278,25
2024/8/27,0,1,0,0,0,0,0,0,0,581,19,14,278,24
2024/8/28,0,0,1,0,0,0,0,0,0,753,21,17,271,27
